subset,instrument,instrument_id,fold,track_id,uuid4,randNumb
training,piano,2,4,2418,7b0ce781-d054-5979-f12d-2dce96c6ac62,0.119221795
training,piano,2,4,3006,9a3393b7-9882-5f5a-fa3d-48055d3ab116,0.464837968
training,violin,3,7,478,1a6de497-73ae-5ada-f289-3d5b3076a799,0.636426534
training,piano,2,4,871,2d60012b-1230-54fa-fb83-67da446bf577,0.770522969
training,piano,2,4,2347,772a5c4f-ae2a-52ab-f2a8-fdf6736966ad,0.569510699
training,piano,2,4,3476,b26a7c05-b677-5b88-f73e-006987b4d781,0.910918912
training,violin,3,7,968,32fb8b81-d59c-5cb0-f7b4-06f7fe523641,0.991779024
training,flute,1,3,719,38b1284c-5fff-57a3-fbca-3e3853d305fc,0.814477977
training,violin,3,7,1524,5165de11-4345-540e-f317-d31f3822555e,0.453794968
training,violin,3,7,1949,68a0ea34-60fe-5a9a-ffc3-5c8f2fe1462a,0.971066175
training,piano,2,4,3306,a96bb88b-c4d9-5565-f535-dfea50b0163c,0.455576174
training,piano,2,4,1286,41d1eb07-2cb3-563f-f4ce-c4bb39b8cef4,0.756151049
training,violin,3,7,1546,53756284-8114-5f80-f2d1-864fd40d0f9c,0.375493354
training,flute,1,3,517,28040558-52de-51c5-f4f4-67711afecea6,0.628925054
training,violin,3,7,118,06204bb2-6aa1-5f50-f4cd-7a8c8c6ef833,0.042883062
training,piano,2,4,563,1d19f3b8-046a-576b-f4a9-12737e9d976a,0.124533481
training,flute,1,3,1438,6ea1dd7b-3be2-56fa-f621-facba339ceb4,0.435338707
training,violin,3,7,1433,4c9c7538-c791-5e4b-fd5f-601d0505db6c,0.749037188
training,guitar,0,1,295,3730f97d-129d-5b5c-f69d-04b056f33005,0.582131221
training,piano,2,4,416,15e59e84-bbd3-5f57-fcf4-dca37d02f98a,0.882114679
training,piano,2,4,1079,36df09c4-07e1-5b85-fa7a-e5a5afa5d376,0.921143927
training,violin,3,7,2232,76c85770-9bbb-5fbc-f079-ac15b04b36f7,0.000203462
training,flute,1,3,735,3a227db2-3591-5e5d-f109-fa70832e0139,0.308486396
training,violin,3,7,2889,98c528e9-ca4b-5850-f723-8b544cce5032,0.35915857
training,violin,3,7,822,2ac42352-d770-5a14-fe2d-59e7e7b44296,0.962040385
training,violin,3,7,316,105af1bf-2108-5060-f9cf-d84eaa528f7e,0.01006974
training,violin,3,7,1242,42b7d02c-7f7e-588d-fae8-d4efbcbba2e1,0.600609981
training,piano,2,4,119,06eb2fbe-5285-5b14-f90c-79f58e3ba533,0.767419307
training,guitar,0,1,990,be3a3c7d-7035-5cff-fe82-ecd347424a95,0.234724135
training,flute,1,3,2018,9d266bbf-7af6-5453-f7f8-6991b9501704,0.782195068
training,violin,3,7,2393,7f1e919f-509f-5ac8-fa3a-3d5e3c495e5b,0.043492691
training,guitar,0,1,986,bd9a5313-9b89-5da9-fac9-c2dd54f99f54,0.708280537
training,guitar,0,1,13,02d09174-8f0c-5596-fcc1-45311413c794,0.030995191
training,flute,1,3,2209,aa91b3a1-c963-504c-f5a3-bcfbe5907ece,0.359924871
training,piano,2,4,3490,b30ea741-e5b0-577d-faf2-2854c74c85a7,0.569456375
training,violin,3,7,3377,b2a5868a-667c-57e1-f4cf-16bf29979d07,0.67250603
training,piano,2,4,2490,7fbfa979-cd44-5998-f0cf-fae71c5c6cc3,0.169159149
training,piano,2,4,3700,bdd674f7-3473-5f2f-f449-40448e341f95,0.710337006
training,piano,2,4,3484,b2d55365-f082-5898-fa2f-4af01b40c509,0.282249671
training,piano,2,4,1119,392c4cb0-c2ef-53d6-ff10-09dfccdc4fe5,0.837547266
training,piano,2,4,3713,be41b607-1a7b-57c8-f21e-faba888bdc75,0.693352582
training,guitar,0,1,819,9aeb155a-8c67-5bbf-f660-5e6e5ce569ff,0.108558035
training,violin,3,7,3395,b373616a-87ac-5367-f4b7-66044d727075,0.421639786
training,piano,2,4,492,198a09a8-f377-549e-f9f0-d28c5fb0c852,0.866867772
training,violin,3,7,2673,8d5d5469-233d-5b62-f16c-7144e3f72c5e,0.5005871
training,piano,2,4,2491,7fdbb79f-7ab5-5837-ff18-26dc855fb6be,0.435211397
training,violin,3,7,1101,3a62efec-8b7e-5862-f0a3-cb7ac58e764a,0.239363703
training,violin,3,7,1108,3ad71a3f-c69b-5a2e-f24e-f75c7178b01a,0.998426504
training,violin,3,7,1923,674d201a-2876-5a95-f252-6ec72d57ab0a,0.597318656
training,piano,2,4,2440,7cae6a86-a576-5e43-fc29-4ac6cb2b7d4d,0.012516283
training,guitar,0,1,705,871c21d0-d564-5f89-fb3e-5914c89cbdd0,0.636023185
training,piano,2,4,910,2ee07898-2da7-5403-f5c2-94fbc99438af,0.192110776
training,guitar,0,1,958,b7d9464c-6422-594b-f7d0-26b34b7a34ac,0.36482779
training,flute,1,3,1295,635f0ac9-5822-59fd-f9c8-baa13135438f,0.143929953
training,piano,2,4,1016,33d43745-e93b-59ad-fe53-8a30308cddfc,0.979815898
training,violin,3,7,469,19ea1afa-312e-5c77-fb34-56c2f6d202e4,0.636139395
training,flute,1,3,2193,a967d29c-0b91-51dd-f8a0-9eee41a71684,0.172561404
training,piano,2,4,427,16c2305d-1201-5ecd-f3c8-fbbabceee62c,0.040435092
training,violin,3,7,3049,a09dfccd-6f2e-52a5-ffb4-6d67faa234b3,0.7001128
training,piano,2,4,3241,a5cbd650-63a2-5f9f-f46f-86593a01ec7f,0.319826966
training,piano,2,4,57,034a7a53-603a-5b7f-f5ac-aaf7caaa10d5,0.074516754
training,flute,1,3,919,46f03fbc-9bb8-5089-fed4-094ea5bc3046,0.350211696
training,violin,3,7,1001,34bc15a5-0f4b-5ab1-fc69-3664f7845a60,0.620409101
training,violin,3,7,1784,6037e8f8-cf6c-5952-f857-c4299ddf9543,0.520558981
training,piano,2,4,1003,33189b29-54bc-5150-fe78-08356482b055,0.058930593
training,piano,2,4,1588,51b3271b-3caf-54b6-f513-e8ab36e553c4,0.868432933
training,flute,1,3,685,3606171b-5f4d-5e37-f816-354722e3a5fd,0.353694279
training,flute,1,3,518,2812bde2-051d-5256-f169-f93472ea19e3,0.721923145
training,piano,2,4,1161,3b754839-a184-53b6-f23e-e917e7f0676e,0.68964701
training,piano,2,4,2591,84a37a04-25dc-5485-f555-d2e2a093cbb4,0.593389841
training,piano,2,4,1767,5a8bd0f1-8f6a-5e6e-f244-b120ecb6b81c,0.525441964
training,piano,2,4,321,114e1e1b-38ef-594a-ff9f-32faff3fc9b6,0.937956054
training,piano,2,4,605,1f1a2cbb-2efc-5909-f66f-f3f707f55148,0.882241941
training,piano,2,4,1503,4d9738fd-752c-54fb-f3b3-f5be6f929a03,0.175745537
training,violin,3,7,1137,3cab69f5-a839-5e4f-ffe3-efb0fc1f5270,0.037612738
training,guitar,0,1,239,2c9d64c2-3570-5f7a-f999-06ec80a8f88f,0.885455869
training,violin,3,7,564,1dec5f66-fc5e-5391-f41c-9a8224b326c6,0.333658866
training,piano,2,4,2167,6dc19cfd-f585-5d22-f158-db3ad531e3f4,0.349105149
training,guitar,0,1,161,1e97cd3a-90ab-535f-fce1-c3456cc03038,0.559178058
training,violin,3,7,1778,6007f166-e3e2-5f07-f11a-384f1d6983af,0.902681619
training,violin,3,7,2027,6c4ac4b1-8a0f-558d-f617-5f4d14905d2d,0.089558284
training,flute,1,3,622,30bc78ff-c9a8-54d0-f5c7-7c1ee9fbef9b,0.810891244
training,violin,3,7,3273,ac9b02ef-6918-5501-f0eb-822c8406c1c9,0.373096386
training,violin,3,7,3352,b13e58e2-2e52-5068-f32c-8384f23aa8dc,0.066255177
training,piano,2,4,3494,b34dbbbb-40cd-52a2-f9a3-e2f58ed9498a,0.228858394
training,violin,3,7,2936,9ae3fa4e-e179-59a7-fe97-97f7ce77c902,0.685084852
training,violin,3,7,1952,68bf9b0f-fdcd-5aef-f68b-faa35454d57a,0.879985235
training,piano,2,4,3736,bf94866d-74bb-5eb3-f06f-903854757700,0.494493202
training,violin,3,7,247,0c9eedbb-a56f-5765-f90d-41e3b00ba5ce,0.247633319
training,piano,2,4,2690,89f6c32e-f8e0-5e0d-f3f4-2f228ef12831,0.75357639
training,piano,2,4,1921,61aae15c-cda3-52fc-fe76-200d3fdbf8da,0.566401877
training,violin,3,7,1995,6ab76c3e-398d-56b8-f3ef-495a6f3e1c32,0.391528412
training,violin,3,7,786,28966af0-60f5-5803-fb9a-1a6857111917,0.638256275
training,piano,2,4,682,23d80106-f92a-5dd3-faf8-e5e6e4f5b659,0.410005799
training,violin,3,7,2732,904d34dc-20df-5a75-f4c5-eb697b97d9d4,0.317016028
training,violin,3,7,1370,49136a63-e9b8-5e0d-f16d-cbd2d52014d6,0.502214195
training,flute,1,3,339,1a9b667c-361c-5172-f2a0-c9744410e4e7,0.20534735
training,violin,3,7,2015,6bcc6bce-6619-5cdb-f97b-ff5f50dc3d4c,0.275003999
training,violin,3,7,3180,a758fde2-48fb-5fab-f7df-4afd21c30f13,0.166067485
training,piano,2,4,1215,3e12dff8-69af-574a-f32e-da9836b6e332,0.935441453
training,violin,3,7,2530,8607ff0c-c53b-5da9-ff62-f0b1d39d87e2,0.861870377
training,piano,2,4,2495,8010b698-aa19-59ce-f554-6ba1b922ccb2,0.216886055
training,piano,2,4,813,2a870a32-f001-5b42-fb9a-add9e6a94e3d,0.194336469
training,violin,3,7,1036,36b53e4d-4284-5ee3-f0e1-7892a5a74c87,0.82531733
training,flute,1,3,423,2172c5ed-ee12-5c02-f22c-15929da0fa4e,0.641801436
training,piano,2,4,870,2d51f593-eb3f-5cad-f2d4-cbb827734f23,0.56893264
training,piano,2,4,3114,9f123367-cc24-5805-f959-4171291d0561,0.052124798
training,piano,2,4,2356,7767c87b-7c95-525e-f14c-29fbd89a8553,0.175027636
training,violin,3,7,1404,4b3683c9-5272-559f-fcf7-47c521183c3d,0.371423785
training,guitar,0,1,445,56c812af-e111-5229-fac7-a26941bd49cf,0.788401233
training,piano,2,4,159,0892c3e2-067d-557e-f686-df4243b8c5bf,0.577949734
training,violin,3,7,1675,5a356dee-ad22-5aff-ff38-464bcd176c1d,0.970660341
training,flute,1,3,1189,5b27497d-e3fe-59cd-f5c0-5e76e8c616b0,0.166744625
training,guitar,0,1,610,749ae90f-2e20-5c24-f79b-9e2408e492c4,0.305289379
training,flute,1,3,2086,a1b2f18e-1534-5ad2-fe3c-0505bb572dc9,0.550823763
training,violin,3,7,1711,5c36e8eb-4f28-5fbd-f8e7-2458c611cd43,0.823036757
training,guitar,0,1,284,342a06f9-c137-57d4-f812-8b5f95472f94,0.513149278
training,flute,1,3,1003,4e608763-acf7-5f92-f457-fe22a3601e64,0.618289349
training,guitar,0,1,648,7c7e8053-0472-5f79-f938-b020bb7222a5,0.368334736
training,guitar,0,1,946,b5c4174b-9604-5cc0-f4df-2fd174a78ab7,0.589129984
training,piano,2,4,1730,58c5ca34-0bb6-54eb-f0dd-70624966d9e4,0.341165139
training,piano,2,4,3592,b82fc9f3-6ec0-5041-f9eb-1534cd053cfc,0.995161656
training,violin,3,7,1420,4bf52e87-f59e-57e8-fc38-9d66e8cc6447,0.631923137
training,flute,1,3,201,0f0f697e-b018-5ddd-f980-fcfa21ed4fdd,0.931039635
training,violin,3,7,2404,7f7fc225-08f8-5c63-f9cc-043756a1dc18,0.400606867
training,piano,2,4,2601,852b1b7b-4c43-53dd-f720-e2de92386f96,0.494403168
training,flute,1,3,1219,5dbcfa3a-2d5f-5c81-fb10-308cd91e774d,0.544488327
training,piano,2,4,2782,8eca8e35-beb4-563b-f4c0-40d68db53c72,0.611308292
training,piano,2,4,1625,537c524c-c86f-546a-f398-f0e57b2355b1,0.998850458
training,violin,3,7,765,27b35ec7-3001-578a-f266-9e96839da8c0,0.844294671
training,flute,1,3,2342,b60dbf0f-afc4-5afd-fdb0-5b8fda2d362a,0.786870772
training,piano,2,4,2800,8fa3292f-08a2-501a-f0d2-7405622d1bac,0.365536771
training,flute,1,3,1312,655c03c1-d330-547c-f94c-2345405b7472,0.411385812
training,flute,1,3,5,0081aaa9-91ef-558a-fcd1-19a7fbc455ff,0.893515846
training,flute,1,3,1371,692cbdbe-0862-5ea1-faab-44f9d513bbad,0.205380145
training,violin,3,7,2816,94c48f91-ff16-5b24-fc86-d23705b53d0d,0.154133346
training,violin,3,7,3358,b1a67cd6-3f29-5b7c-f607-a8ea22ff34c1,0.572084312
training,piano,2,4,625,203351d5-d259-5360-fb94-a7c4e2817542,0.808662166
training,violin,3,7,1072,3904edc2-5ce9-5966-f4b1-51449f06852a,0.013526672
training,violin,3,7,2967,9c6fd545-ed02-5634-f76e-6976b47d1615,0.37816106
training,flute,1,3,6,0095ad20-ef0b-5e51-f6f7-cfd12b44349b,0.377472857
training,flute,1,3,1120,568b9683-241e-519a-fa45-aeb10fce5593,0.02902122
training,guitar,0,1,847,a13fa958-a746-5554-fe90-ca44285ce69d,0.022622242
training,piano,2,4,2270,731724ab-c1a3-5e8d-f943-b62712fa22ee,0.528518961
training,guitar,0,1,674,81f89449-08f1-5fce-f9f8-df4463cbd2ef,0.527290324
training,violin,3,7,738,26c17949-c100-5a16-f8d4-f635541a310e,0.481937819
training,piano,2,4,1489,4cb642d8-0bad-5cfc-fc01-d75a34048b8b,0.968926228
training,piano,2,4,56,0347ee55-333e-5dba-f438-b5c200d78553,0.331431245
training,flute,1,3,2145,a5cf3990-bea8-511f-f806-31ecf8b0f8ee,0.120472325
training,flute,1,3,1961,98fb3d83-dfb8-5021-ff5a-b514114d46e5,0.716688777
training,violin,3,7,2122,7207ee0a-ee18-5e4b-f405-f46f5a2c1abd,0.595359495
training,flute,1,3,1814,8ce5d96c-d1a6-5166-f5ae-a7a83ab6f180,0.29388536
training,violin,3,7,2361,7d2fff7a-99cc-5588-f7bd-e2e8af4b1904,0.536249229
training,piano,2,4,2485,7f3a2d23-d4bb-5595-fa16-b04288be621d,0.487554364
training,piano,2,4,1019,33f3d957-064d-5046-fb45-a56a4a0b9e54,0.354396105
training,guitar,0,1,436,5559e1d9-6fec-52cf-f815-8f97de8967e8,0.68600991
training,flute,1,3,867,434b252d-d537-572a-f1b1-b37b33d9969b,0.651210638
training,flute,1,3,723,38e2ba19-ed6a-5b8d-fed6-66c36d90c380,0.37858008
training,flute,1,3,1922,95535657-1ade-5ec6-f792-2c428e98fcbe,0.440156645
training,flute,1,3,1288,62e4e28a-e69a-5025-f989-0b61b2a505d7,0.688482314
training,piano,2,4,1186,3d0ba93b-fcc8-5dfc-fa76-3b1e9f87ca85,0.652688581
training,piano,2,4,3317,a9eb335d-fbae-5bf9-f85f-20a02149f345,0.977016625
training,violin,3,7,123,0697b789-6d72-540a-fdb7-6e5180fad7c3,0.369286716
training,violin,3,7,970,331517d7-7998-5f9a-fbf9-4f444450cbc3,0.961322331
training,violin,3,7,1054,37d312c6-0bee-5a78-f7f1-1a08f49c40d0,0.864939197
training,violin,3,7,988,341afab6-11b1-59c7-fdc8-3d09a1f614e1,0.189906478
training,flute,1,3,1801,8c0d2b87-b554-5cd2-f2fa-1b51b785c6ce,0.782558454
training,flute,1,3,1542,763d52f3-81f7-5b27-f664-60a0b075c804,0.095935183
training,piano,2,4,3249,a6af60ac-7268-5fb9-f807-d5f18ca8262d,0.461792854
training,violin,3,7,2879,980200b4-53e6-5bd5-f97f-d037873e870a,0.34745962
training,flute,1,3,561,2c526a0d-b796-5a0f-f067-a7bcd47bf9c9,0.880302695
training,guitar,0,1,573,6c695d97-90ee-5568-f222-7dc5927cbac4,0.723846114
training,piano,2,4,1917,617f5b68-198c-5b71-fcf9-ab2be31c4262,0.130612755
training,flute,1,3,2432,bd0890c6-589e-58dd-f701-26de169bee73,0.564260466
training,piano,2,4,1913,615a3f4f-8bbf-5d3a-f346-dd86ed58ad47,0.279478371
training,violin,3,7,2210,756d003b-f251-5c91-f83d-020fcd2b7ad1,0.062297791
training,violin,3,7,1472,4eb81439-e1b5-55b3-fc51-a14993af27c6,0.907102375
training,violin,3,7,1224,416353ec-bea9-5175-fe63-25911c5308fb,0.736291652
training,violin,3,7,1804,614a641f-532a-5e23-f0ba-4aa5ca4305ee,0.484466241
training,violin,3,7,1957,6907dcac-bf52-5cc3-fb71-90908295010c,0.066566265
training,piano,2,4,1193,3d3c6cf2-f055-5bfe-f741-9d35e5308512,0.257655576
training,flute,1,3,1893,9322d5da-46ce-547f-fa10-30299fbac55e,0.302972759
training,flute,1,3,755,3bfe8dd8-6f8c-514d-fd62-ec90b9e07db1,0.323958354
training,flute,1,3,2045,9f0cbfc6-4927-5adf-f8c8-7b3bf83b2794,0.071465189
training,piano,2,4,3052,9c5a724b-cfdf-5ac7-f0d4-158c1d965978,0.11817093
training,piano,2,4,2976,98914f1f-512a-5edc-f754-878f75c6b8d8,0.634942323
training,flute,1,3,366,1d220d0f-6751-5b0c-f643-1fdedb3eec6c,0.631149672
training,guitar,0,1,619,764f130f-f092-580e-f3d2-9c32e4cb4c91,0.053134497
training,violin,3,7,1520,5142bfe3-9a36-5876-fb38-1fa8fb082c68,0.54418221
training,violin,3,7,2842,9624a934-de6b-5723-fd3c-643d40dcca7b,0.370686297
training,piano,2,4,1400,485ae14e-637d-50fb-f8d0-6069058b6832,0.664490536
training,flute,1,3,1240,5fea2c80-199b-51b4-f429-002ad12646d8,0.311003445
training,violin,3,7,3498,b7ba8266-c6c2-57de-f3eb-d086a74e30f5,0.876555587
training,piano,2,4,425,16be6bd8-c3a5-57de-f150-0991bed80cab,0.859950093
training,guitar,0,1,572,6c5e6274-b422-524a-f570-9be26dde1e1f,0.782946479
training,piano,2,4,1031,3498c1ca-9d48-585c-f201-a3397a354a45,0.844721553
training,violin,3,7,384,1502e904-8821-5560-fabb-fe1b29ecb08e,0.406688293
training,piano,2,4,3722,bea63259-8498-511e-fceb-f4f29a0df675,0.53243819
training,guitar,0,1,92,12f34aa6-9d1c-5672-f8bb-f50cdaf6e434,0.181614379
training,piano,2,4,3110,9eff126e-d18e-54cb-fbd5-07dddd358b76,0.991204984
training,violin,3,7,1884,6570f136-3d59-57c7-fc2b-476123606bd8,0.693325448
training,flute,1,3,1750,86eadd80-446d-5e91-f286-efdc7dfc9821,0.579127566
training,piano,2,4,1096,37f2c530-7b0d-5025-fde2-755111a48845,0.224755103
training,violin,3,7,1741,5d90ac0e-8daa-5f73-f3ae-244dc5180a2f,0.294839488
training,flute,1,3,925,4802b1cd-a8bd-535f-f14f-18a4b60aa9f5,0.296828115
training,violin,3,7,1335,4787921c-9b0e-5314-f345-c23cdadea249,0.656211302
training,piano,2,4,3630,ba258913-0d84-507d-f814-23223378bd1a,0.691876548
training,piano,2,4,2892,94e8ce5e-aae5-575f-fdb3-e8a53d951c2d,0.706109202
training,flute,1,3,1049,51431032-889d-5e26-fef4-10d34302f3d7,0.981644111
training,violin,3,7,1955,68e5b015-1131-5739-f7a0-a62db1614913,0.172058664
training,guitar,0,1,908,af5ca96b-810a-5111-f80c-8a301f98be3c,0.947699851
training,violin,3,7,758,27744fda-98a4-5442-f007-bd3cbefcb44f,0.817597704
training,violin,3,7,2768,921cf3ca-9a27-55bb-fa1c-d11335df67cc,0.75947276
training,guitar,0,1,956,b725ee96-03c9-5b66-fb90-5155e2d3aeed,0.369435028
training,flute,1,3,1823,8d5c3f51-f90a-5470-ff6a-0c25220b0cbe,0.444641341
training,flute,1,3,2439,bd4b97dd-103b-50dc-f006-a7065b306eb2,0.927242086
training,flute,1,3,2350,b6a74446-3d90-5130-f77e-29ccf556eb5b,0.348651901
training,piano,2,4,1675,55a70ddc-1195-55be-f076-bf4a9ff15c7b,0.299524785
training,violin,3,7,2020,6bf9b6d8-a594-557a-f99d-e75cf9851c1c,0.949391189
training,piano,2,4,2597,85120a4f-44a8-58fc-f9aa-bad2f0c4d3f9,0.417320432
training,guitar,0,1,447,56d2aa4b-6164-5d42-f00f-d0209df9cde9,0.87931208
training,piano,2,4,1898,60c42820-bbf5-5fd0-f950-d70e4ebb7867,0.257689848
training,piano,2,4,2930,964e711d-9c8c-5ccd-f8db-07bbd5e6fdf4,0.170977404
training,violin,3,7,2362,7d31beef-c178-5e1d-fc80-7b1e56068533,0.098068504
training,violin,3,7,379,147c4c7d-9d72-51c9-f5dd-2cf76aaa226e,0.531877468
training,piano,2,4,2999,99eb78e1-f8ce-5907-f3a0-567e6fc1665f,0.941540717
training,piano,2,4,1245,3f70dccb-0126-5ae7-f257-33fe03a453c7,0.892467609
training,flute,1,3,1183,5addbcf2-dc1c-540a-f407-78e9d6f3baef,0.07549818
training,violin,3,7,1039,37075154-a5f2-5117-f761-f79d2278223e,0.34107713
training,violin,3,7,1634,5864491b-5e53-5d71-f403-3a60222d9e47,0.734527662
training,piano,2,4,2992,99b51f76-befe-5ed6-fac2-449d3492362a,0.525115174
training,piano,2,4,2471,7e539a14-4c3a-59b9-fd9b-0717ba92988d,0.844764334
training,flute,1,3,1518,73d7908d-ab4b-5947-fe03-6837d6f9dce1,0.096252742
training,guitar,0,1,194,257d29de-19d4-55d2-f6bd-af6daca09855,0.572023648
training,violin,3,7,2038,6ce9f0e6-b39e-5816-f202-012fad6b163f,0.077090901
training,piano,2,4,880,2da7d666-8479-5bc1-f829-5384a4ae52ec,0.479805225
training,flute,1,3,2107,a2f22551-1950-59e8-fed2-590a3403a4d6,0.460430894
training,piano,2,4,1274,4128c710-ef8f-5b78-f23a-e8baf0efa9f1,0.862192482
training,violin,3,7,2817,94cfcb11-dfba-539d-f9ad-36af192b61bc,0.468825753
training,flute,1,3,84,06a85388-94a8-5a46-f5ab-9fc5cc2b12ea,0.911439529
training,flute,1,3,698,36e0a204-6077-50f5-fe16-c846a5ef5882,0.917705395
training,flute,1,3,2311,b32e0b4e-e620-5370-fae9-3e3da973a472,0.392996048
training,piano,2,4,2324,75ef04f3-76a5-54d9-ff1b-4334f6d53fbb,0.112181801
training,flute,1,3,2155,a671dd6e-1f8d-558f-f49f-abf20a4fa98e,0.199266679
training,guitar,0,1,566,6b463a34-1612-52b6-fa97-e17c2ccfdb54,0.318959728
training,flute,1,3,2364,b7da80bf-9598-5a20-ffc6-9d9a8ca51016,0.857841737
training,piano,2,4,1502,4d6bc36b-0083-5811-fe22-50618b9bf201,0.400099315
training,piano,2,4,251,0d8af276-b001-58aa-f2bc-23f51a48a8fb,0.143475246
training,violin,3,7,3225,aa3f27bb-f29d-59cf-f979-d21d59df5be7,0.535407238
training,piano,2,4,672,235585be-5d90-554a-f402-b603dff302cd,0.135836439
training,violin,3,7,207,0b01c6bc-1cd0-5c51-fc26-c5ff2643b65e,0.881356267
training,piano,2,4,1729,58c1dabd-b373-5c23-f577-086650a59ac8,0.977499605
training,guitar,0,1,454,5765327a-a695-57a9-fda4-e65043f2aac7,0.301955012
training,flute,1,3,1838,8e5b70a9-6848-582f-f565-7b53d3a1c60e,0.097439743
training,piano,2,4,1648,546b3d05-c26f-5e1d-f591-76987518d80a,0.283899079
training,piano,2,4,3742,bff3a2cf-2713-5fce-f0c4-9897529b35fb,0.894064433
training,piano,2,4,1122,39634ddc-f8c0-5d8c-fc56-71b0df2a67e0,0.41357124
training,piano,2,4,2921,96075421-0c00-5eb2-f4e0-372b5b820702,0.526000133
training,piano,2,4,2955,9797f404-6572-5c0e-fd2e-1cf1da9b2038,0.09582878
training,piano,2,4,1461,4b708b72-1f59-50dc-fa98-4501949abede,0.241081735
training,flute,1,3,514,27fdd9c2-9868-55ea-fb02-f9f7777219f8,0.37274486
training,piano,2,4,2851,92dbe299-cf46-5e50-fb77-9c8f0c3aa051,0.863168998
training,piano,2,4,3158,a15bbc1e-64f7-5f82-f6cf-40b76b455c98,0.84777712
training,guitar,0,1,188,2493d375-ea82-5e36-fb80-08d70b3b554f,0.589215945
training,violin,3,7,922,30bab449-1071-5f79-f13f-452e06085a9a,0.456188437
training,flute,1,3,708,37b5068a-f7ae-56c4-f444-0cc1615e87b5,0.042769451
training,piano,2,4,3481,b2a7e52e-4108-5716-fc0f-f9ab336e01e4,0.142759605
training,violin,3,7,1926,676f52a4-551f-5354-fb0c-757c6fcc1e34,0.16109017
training,flute,1,3,893,455bf9c9-3c5c-5a4b-f2af-cb84090bc6f7,0.827115522
training,piano,2,4,1656,54e2b6b4-0038-55fb-fbc5-372e58ed0c62,0.658606221
training,violin,3,7,2553,8787f8f1-8c31-5371-f044-c4c5edcde62d,0.584119299
training,piano,2,4,1999,6580a5d9-8596-5c98-f63e-71332acf1cb4,0.77280942
training,violin,3,7,3461,b61c05c3-a5b5-5a06-f611-1021c279515e,0.262154354
training,flute,1,3,1439,6eb3a66b-8ba1-5173-f4dc-99f9f2b96388,0.912658828
training,guitar,0,1,618,764de61f-fdd8-57fd-f912-cb66b8a4a765,0.427547434
training,flute,1,3,2313,b3550424-f5a0-5edc-f34c-3d3f7254de1a,0.009658947
training,piano,2,4,1627,538664b0-b16f-5307-f35d-f2dfe38b3c94,0.24152304
training,guitar,0,1,1017,c3650d2f-8416-55b8-f5ba-6260edf25bf9,0.636956207
training,violin,3,7,2312,7b8fd7f0-152b-5b61-fd30-33606d2d0f06,0.471680928
training,piano,2,4,395,151d1ad5-cb70-510e-fa3c-9ef1ee0e1a95,0.735426929
training,piano,2,4,2693,8a0cae23-1a4d-5c46-f076-1727176991b4,0.136151539
